"id","name","top","bottom","dry_hue","dry_value","dry_chroma","moist_hue","moist_value","moist_chroma"
"EXCLOSE","Al",0,13,"2.5Y","5","2","2.5Y","4","2"
"EXEL","A2",13,28,"lOYR","5","3","lOYR","3","3"
"EXEL","Bqm2",109,119,"lOYR","7","6",NA,NA,NA
"EXEL","Al",NA,13,"lOYR","6","2","lOYR","3","3"
"FANCHER","All",0,5,NA,NA,NA,"5YR","5","4"
"FANCHER","O1",1,0,NA,NA,NA,NA,NA,NA
"FAWIN","Al",0,5,"10YR","7","2","10YR","4","3"
"FEATHER","Abl",66,86,"10YR","5","3","10YR","4","3"
"FELTA","B21t",13,36,"10YR","5","2","l0YR","3","2"
"FELTA","B22t",36,61,"l0YR","5","2","10YR","3","2"
"FELTA","Al",NA,13,"10YR","5","2","10YR","2","2"
"FELTON","0i",3,5,NA,NA,NA,NA,NA,NA
"FILIRAN","Al",0,8,"10YR","6","3","10YR","3","3"
"FISHROCK","0i",3,5,NA,NA,NA,NA,NA,NA
"FLEENER","Oi",3,0,NA,NA,NA,NA,NA,NA
"FLORAS","0i",0,3,NA,NA,NA,NA,NA,NA
"FONTANA","Clca",53,71,"10YR","5","4","10YR","4","4"
"FORBESVILLE","Btl",41,76,"2.5YR","5","6","2.5YR","4","6"
"FORBESVILLE","AP",NA,15,"7.5YR","5","4","5YR","3","4"
"FORGAY","Bwl",28,71,"10YR","6","3","10YR","4","3"
"FORTANK","Al",0,13,"10YR","6","3","10YR","3","3"
"FORTANK","Btl",25,36,"10YR","6","3","10YR","4","3"
"FORWARD","0i",0,5,NA,NA,NA,NA,NA,NA
"FOSTER","Cl",41,76,"2.5Y","7","2","2.5Y","5","2"
"FREEZEOUT","0i",3,0,NA,NA,NA,NA,NA,NA
"GANSNER","0",5,18,NA,NA,NA,NA,NA,NA
"GAVEL","0",NA,0,NA,NA,NA,NA,NA,NA
"GIANELLA","C10",168,175,"10YR","6","4","10YR","5","4"
"GIBSONVILLE","0",8,0,NA,NA,NA,NA,NA,NA
"GIBWELL","0i",5,8,NA,NA,NA,NA,NA,NA
"GLEASON","Oi",3,0,NA,NA,NA,NA,NA,NA
"GLYPHS","Al",0,10,"10YR","6","3","10YR","4","3"
"GOLDRIDGE","Btl",61,71,"10YR","7","2","10YR","5","6"
"GOLDRIDGE","Ap",NA,18,"10YR","6","2","10YR","5","4"
"GOSCH","Oi",3,0,NA,NA,NA,NA,NA,NA
"GOULDER","Oi",3,0,NA,NA,NA,NA,NA,NA
"GRALIC","0",0,3,NA,NA,NA,NA,NA,NA
"GRAZER","Al",0,10,"2.5Y","6","2","2.5Y","4","4"
"GRIDLEY","Bt1",NA,71,"10YR","5","3","10YR","3","4"
"GUBE","Oi",1,0,NA,NA,NA,NA,NA,NA
"GUDGREY","0",NA,0,NA,NA,NA,NA,NA,NA
"HADSELVILLE","A",NA,18,"l0YR","5","2","l0YR","3","2"
"HALLIHAN","0i",5,15,NA,NA,NA,NA,NA,NA
"HAMBONE","Oi",5,0,NA,NA,NA,NA,NA,NA
"HANGTOWN","Oi",1,0,NA,NA,NA,NA,NA,NA
"HARRISRANCH","Btl",8,58,"10YR","4","3","10YR","3","2"
"HARTLESS","0",3,18,NA,NA,NA,NA,NA,NA
"HERMIT","Oi",5,0,NA,NA,NA,NA,NA,NA
"HILDRETH","Clca",66,117,"10YR","5","1","10YR","4","1"
"HIRSCHDALE","All",0,5,"l0YR","5","2","l0YR","3","2"
"HIRSCHDALE","Al2",5,15,"7.5YR","5","2","7.5YR","3","2"
"HIRSCHDALE","B2lt",15,99,"5YR","5","4","5YR","4","4"
"HIRSCHDALE","R",140,NA,NA,NA,NA,NA,NA,NA
"HIRSCHDALE","B22t",NA,99,"5YR","5","4","5YR","4","4"
"HOLILLIPAH","A",NA,20,"10YR","6","3","l0YR","4","3"
"HONEYDEW","01",3,13,NA,NA,NA,NA,NA,NA
"HONOMANU","01",8,28,NA,NA,NA,"10YR","3","2"
"HOOSIMBIM","Oi",5,0,NA,NA,NA,NA,NA,NA
"HORSESHOE","0",8,0,NA,NA,NA,NA,NA,NA
"HOTEL","0",5,20,NA,NA,NA,NA,NA,NA
"HULUA","01",3,25,NA,NA,NA,NA,NA,NA
"HUNGRY","0i",0,4,NA,NA,NA,NA,NA,NA
"HURLBUT","0i",0,5,NA,NA,NA,NA,NA,NA
"HUSE","01",3,0,NA,NA,NA,NA,NA,NA
"HUYSINK","01",3,0,NA,NA,NA,NA,NA,NA
"IDLEWILD","Cl",91,119,"10YR","5","4","2.5Y","4","4"
"ILLER","02",3,5,NA,NA,NA,NA,NA,NA
"INVILLE","01",0,5,NA,NA,NA,NA,NA,NA
"IRMULCO","0",3,15,NA,NA,NA,NA,NA,NA
"ISHI PISHI","01",3,0,NA,NA,NA,NA,NA,NA
"JABU","0i",0,3,NA,NA,NA,NA,NA,NA
"JAFA","02",5,15,NA,NA,NA,NA,NA,NA
"JANILE","Oi",5,0,NA,NA,NA,NA,NA,NA
"JAYEL","0i",0,2,NA,NA,NA,NA,NA,NA
"JENOR","Bqkml",66,109,"10YR","8","2","10YR","7","3"
"JIMMERSON","0i",3,0,NA,NA,NA,NA,NA,NA
"JOICE","0a1",0,18,"10YR","2","1",NA,NA,NA
"JOICE","0a2",18,51,NA,NA,NA,"5YR","2","1"
"JOICE","0a3",51,102,NA,NA,NA,"10YR","3","1"
"JOICE","0a4",102,152,NA,NA,NA,"10YR","3","1"
"JORGE","0i",0,4,NA,NA,NA,NA,NA,NA
"JUNIPERO","01",5,13,NA,NA,NA,NA,NA,NA
"KAHANUI","Oi",1,0,NA,NA,NA,NA,NA,NA
"KALO","0",5,0,NA,NA,NA,NA,NA,NA
"KANG","O",5,0,NA,NA,NA,NA,NA,NA
"KAUPO","IIC2",69,NA,NA,NA,NA,NA,NA,NA
"KAUPO","C1",NA,69,"10YR","4","2","10YR","3","2"
"KEKAWAKA","02",5,23,NA,NA,NA,NA,NA,NA
"KEPHART","Oi",8,0,NA,NA,NA,NA,NA,NA
"KETTLEBELLY","Oi",3,0,NA,NA,NA,NA,NA,NA
"KILAGA","Btl",48,76,"5YR","4","4","5YR","3","4"
"KILAUEA","C10",142,190,"10YR","5","1","N","2","0"
"KISTIRN","O",8,0,NA,NA,NA,NA,NA,NA
"KITTLESON","0i",8,41,NA,NA,NA,NA,NA,NA
"KNAPKE","0i",3,10,NA,NA,NA,NA,NA,NA
"KNEELAND","R",89,NA,NA,NA,NA,NA,NA,NA
"KNEELAND","Al",NA,33,NA,NA,NA,"2.5Y","4","2"
"KOOLAU","01",5,18,NA,NA,NA,NA,NA,NA
"KUCK","A12",8,15,"lOYR","3","3","lOYR","2","2"
"KUCK","B21t",15,20,"lOYR","4","1","lOYR","2","2"
"KUCK","B22t",20,28,"lOYR","4","1","lOYR","2","2"
"KUCK","B23t",28,51,"lOYR","4","1","lOYR","2","2"
"KUCK","B3t",51,81,"lOYR","4","2","lOYR","3","4"
"KUCK","All",NA,8,"lOYR","3","3","lOYR","2","2"
"KULA","lIB3b",107,137,"5YR","4","4","5YR","3","2"
"KYBURZ","Al",0,15,"10YR","4","3","7.5YR","3","2"
"KYBURZ","01",5,0,NA,NA,NA,NA,NA,NA
"LANDLOW","Clca",117,142,"10YR","6","3","10YR","5","3"
"LANGELLAIN","O",1,0,NA,NA,NA,NA,NA,NA
"LASCO","Oi",5,0,NA,NA,NA,NA,NA,NA
"LAVELDO","Bk3",20,152,NA,NA,NA,"1OYR","7","3"
"LEAFU","Apl",0,10,"7.5YR","3","2","7.5YR","3","2"
"LEDFORD","01",3,10,NA,NA,NA,NA,NA,NA
"LEIDIG","2Abl",18,41,"10YR","4","2","10YR","2","2"
"LILTEN","Al",0,5,"10YR","6","2","10YR","4","4"
"LINHART","Al",0,10,"10YR","5","2","10YR","3","2"
"LINNE","Clca",81,91,NA,NA,NA,NA,NA,NA
"LIVEOAK","Apl",0,13,"10YR","5","4","10YR","3","3"
"LIVEOAK","Btl",33,69,"7.5YR","5","4","7.5YR","3","4"
"LOBITOS","01",1,0,NA,NA,NA,NA,NA,NA
"LONGBELL","Oi",5,0,NA,NA,NA,NA,NA,NA
"LORACK","01",5,8,NA,NA,NA,NA,NA,NA
"LOSTSPRING","AC",5,61,"lOYR","8","3","lOYR","6","4"
"LOSTSPRING","2Bwbl",61,97,"lOYR","5","4","lOYR","4","4"
"LOSTSPRING","2Bwb2",97,152,"lOYR","5","4","7.5YR","4","4"
"LOSTSPRING","A",NA,5,"lOYR","4","3","lOYR","3","3"
"LOVENESS","Oi",3,0,NA,NA,NA,NA,NA,NA
"LOX","Al",0,3,"10YR","6","2","10YR","5","2"
"LOX","2Cnl",20,30,"10YR","7","3","10YR","5","3"
"LUALUALEI","Cly",76,124,NA,NA,NA,"10YR","3","2"
"LUMBERLY","0",3,0,NA,NA,NA,NA,NA,NA
"LUTA","Oi",1,0,NA,NA,NA,NA,NA,NA
"LYONSVILLE","02",3,0,NA,NA,NA,NA,NA,NA
"LYONSVILLE","01",8,3,NA,NA,NA,NA,NA,NA
"MACKEY","Bkl",30,53,NA,NA,NA,"10YR","6","3"
"MACNOT","Al",0,3,"2.5Y","6","2","2.5Y","4","2"
"MACNOT","2Bkql",61,91,"10YR","8","2","10YR","5","3"
"MADDEN","01",3,0,NA,NA,NA,NA,NA,NA
"MANTON","A0",5,0,NA,NA,NA,NA,NA,NA
"MARLA","Al",8,18,"10YR","5","3","10YR","3","3"
"MARLA","Cl",36,79,"10YR","6","3","7.5YR","3","2"
"MARTEE","Oi",1,0,NA,NA,NA,NA,NA,NA
"MCGARVEY","0e",8,0,NA,NA,NA,NA,NA,NA
"MCGARVEY","0i",10,8,NA,NA,NA,NA,NA,NA
"MCGINNIS","2Crt",79,NA,NA,NA,NA,NA,NA,NA
"MCGINNIS","0",NA,0,NA,NA,NA,NA,NA,NA
"MCNULL","0",3,5,NA,NA,NA,NA,NA,NA
"MCVEGAS","Al",0,5,"10YR","6","2","10YR","4","2"
"MEDICI","Oi",5,0,NA,NA,NA,NA,NA,NA
"MEDLAKE","0i",3,0,NA,NA,NA,NA,NA,NA
"MEEKS","01",0,5,NA,NA,NA,NA,NA,NA
"MERCED","Clca",64,109,NA,NA,NA,"2.5Y","4","4"
"MIERUF","0",3,0,NA,NA,NA,NA,NA,NA
"MINERSVILLE","Oi",5,0,NA,NA,NA,NA,NA,NA
"MOJO","0",5,0,NA,NA,NA,NA,NA,NA
"MONORIDGE","Cyl",18,36,"10YR","7","3","10YR","5","4"
